INVESTIGATION_ID,Location,Sublocation,Desc,Status
5399564,East Side of Property,,"Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.Namely, the rear east downpipe is on a flat/even level of concrete where no soft landscaping or drain is located. Discharge from downpipe is not contained on the property. ",Closed
5399572,Exterior,Chimney,"Chimney, smoke stack or supporting member is not maintained in good repair and/or free from defects.Namely chimney is in disrepair and has potential hazard of falling debris.",Closed
5394523,Building,Dealership Office,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from obstructions.",Closed
5394523,Parking Area,Behind Dealership Office,The grass is not being maintained in a living condition.,Closed
5394552,Rear Yard,First panel by the house,"Height of the fence exceeds the height permitted by the Chapter., namely;",Open
5408664,Throughout the building,,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.",Open
5408664,Throughout the building,,Eavestrough or roof gutter does not discharge in to a downpipe to drain roof surfaces.,Open
5410059,Front of the building,,"The (stairs, treads, risers, guards, handrails, and/or other appurtenant attachments) and/or their supporting structural members are not maintained in good repair.",Open
5401401,Living Room ,Closet ,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Hole in living room ceiling closet.  ",Closed
5401401,Throuhgout Unit ,,"Floor and/or floor covering not kept free from holes, stains, rubbish and debris. Namely: Wooden parquet flooring throughout unit found in state of disrepair.",Closed
5401401,2nd Floor Washroom ,,The property is not maintained and/or kept clean in accordance with the standards. Namely: Valve access panel found in state of disrepair (rusted). ,Closed
5392068,Exterior,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to of old children toys, old plastic containers, black plastic bags filled with garbage, an old dilapidated trailer, loose garbage etc.",Open
5392068,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5408496,,,The swimminig pool enclosure does not comply with this article.,Open
5408496,,,The swimming pool enclosure has openings that do not comply with this article.,Open
5396020,,,"Single gate swimming pool enclosure gate is not self closing or equipped with a lockable, self-latching device located on the inside near the top of the gate or on the outside at least 1.5 metres above grade.",Open
5396020,,,Swimming pool enclosure is less than 1.2 metres high on single residential property.,Open
5396020,,,"Swimming pool enclosure, including any gate forming part of the enclosure is less than 1.8 metres high, and is closer than one metre to any external condition, which facilitates climbing the outside of the enclosure.",Open
5396020,,,Wood fence used in a swimming pool enclosure is constructed having spaces between the boards in excess of 38 millimetres where the horizontal rails are spaced less than 1.2 metres apart.,Open
5396020,,,Swimming pool enclosure constructed with vertical metal pickets has spaces between the pickets in excess of 38 millimetres apart where the horizontal rails are spaced less than 1.2 metres apart.,Open
5396020,,,"Masonry wall that is not part of a building, and used in a swimming pool enclosure not constructed in a good, workmanlike manner.",Open
5393666,Building,,Exterior window(s) with broken/cracked glass.,Closed
5393808,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, litter, Tires, car parts, junk, and other waste and debris.",Open
5393808,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to inoperable vehicles.",Open
5406988,Interior of Building,,Floor and/or floor covering not kept in a clean and sanitary condition,Closed
5406988, 2nd Floor,,"In a dwelling unit, a window located more than 2,000 millimetres above grade opens within 1,500 millimetres of the floor not leading to a balcony does not employ a controlled sash operation to restrict, when engaged, the opening of the operable sash to not more than 100 millimetres.",Closed
5406988,Interior of Building,,Ceiling not maintained clean.,Closed
5406988,Throughout Building,,"Previously finished surface(s) in the public area of the property are not renewed or refinished, when necessary, to maintain a similar appearance.",Closed
5409506,Throughout Dwelling Unit,,"The property is not being kept free of pests.Namely, Unit 1012 not kept free of pests. (Roaches)",Closed
5409506,Throughout Dwelling Unit,,"The electrical fixtures are not maintained in a safe and complete condition.Namely, throughout habitable area of Unit 1012, electrical fixtures not maintained in a safe and complete condition.",Closed
5401333,Balcony,Top unit of N/E corner,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not maintained in a clean and/or sanitary condition.Namely, large amount of pigeon excrement on the balcony of the unit.",Open
5407916,Throughout Building,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5407916,Throughout Building,,Required handrails on stairs or ramps are less than 865mm or more than 965mm high,Closed
5407916,Throughout Building,,"Handrails on both sides of stair or ramp 1,100mm in width or more not provided",Closed
5407916,Throughout Building,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5407916,Throughout Building,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. ",Closed
5407916,Throughout Building,,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.,Closed
5407916,Throughout Building,,"A window in a stairway that extends to less than 1,070 millimetres above the landing is protected by a guard that is less than 1,070 millimetres high measured to the top of the guard from the surface of the landing. ",Closed
5390938,,,No eavestrough or roof gutter provided for drainage from roof surfaces.,Substantially Complete
5390938,,,Eavestrough or roof gutter does not discharge in to a downpipe to drain roof surfaces.,Substantially Complete
5391229,Roof Of Building,,"The roof or one of it's components is not free from loose, unsecured or unsafe objects and/or materials. Namely, Roof tiles/Shingles",Closed
5391256,Rear Yard,Rear Yard,The property is not being kept free of conditions which may encourage infestation.,Substantially Complete
